f1,f2,f3,f4,f5,f6,f7,f8,f9,resp
  0.13554940,  0.13408018,  0.13530809,  0.14011788,  0.14584947,  0.13179429,  0.13973664,  0.14554130,  0.14874794, -0.00028666
  0.17116939,  0.16205475,  0.16769722,  0.17107294,  0.20268805,  0.15589568,  0.16435701,  0.19640832,  0.20020754, -0.00066599
  0.15459755,  0.13870747,  0.14670313,  0.16759332,  0.17425464,  0.13252521,  0.15081807,  0.16288027,  0.19348587,  0.00033269
  0.32426368,  0.29165922,  0.30144007,  0.31173683,  0.46551424,  0.26130599,  0.28235858,  0.40297687,  0.43103040, -0.00654030
  0.21587548,  0.19308833,  0.21787527,  0.25367068,  0.26435885,  0.18948606,  0.23437982,  0.25377278,  0.32478151,  0.00069047
  0.34766888,  0.27947575,  0.28861620,  0.30578608,  0.51713608,  0.24480925,  0.26802624,  0.37738811,  0.38672347, -0.00745160
  0.19217945,  0.16673522,  0.17391198,  0.17706188,  0.22054325,  0.15136823,  0.15661732,  0.19326603,  0.20114819, -0.00066640
  0.19692556,  0.17364828,  0.17909589,  0.19019452,  0.23113681,  0.16964585,  0.17461582,  0.20212625,  0.20275927, -0.00119090
  0.14801809,  0.13354444,  0.13566323,  0.15581069,  0.16468545,  0.12421163,  0.14363726,  0.14818198,  0.17306038,  0.00005591
  0.28829818,  0.23151251,  0.26439764,  0.27272569,  0.35157912,  0.21793477,  0.26769469,  0.27078799,  0.30669080, -0.00192652
  0.34489323,  0.26857953,  0.30032195,  0.31533188,  0.51016426,  0.24682107,  0.28924698,  0.35715421,  0.41374271, -0.00635686
  0.21136738,  0.19094402,  0.22033595,  0.22946042,  0.23065183,  0.20750418,  0.21032830,  0.22949002,  0.24872695, -0.00042304
  0.23368952,  0.19240519,  0.20732569,  0.21355288,  0.25761477,  0.17590456,  0.17817502,  0.23319210,  0.23335840,  0.00062932
  0.37291378,  0.29570016,  0.31934057,  0.32140720,  0.57980997,  0.26171379,  0.27248261,  0.40232091,  0.45103192, -0.00609046
  0.27568723,  0.25503399,  0.26284497,  0.26904474,  0.32620914,  0.25792307,  0.25881304,  0.28622057,  0.33585617,  0.00120439
  0.33709804,  0.26076265,  0.29026877,  0.31184143,  0.47945235,  0.23701074,  0.27342007,  0.34338926,  0.40199244, -0.00704363
  0.26009493,  0.23697345,  0.26432650,  0.27390987,  0.27533692,  0.23861997,  0.24033118,  0.26148904,  0.30073451, -0.00168463
  0.35578857,  0.28338165,  0.29382676,  0.31374488,  0.53785215,  0.26059875,  0.26747337,  0.38567510,  0.39933917, -0.00729318
  0.24607486,  0.20500671,  0.22791051,  0.23553420,  0.26998445,  0.19454443,  0.22439073,  0.22557680,  0.23805137, -0.00083704
  0.16862616,  0.16619622,  0.17752889,  0.18031312,  0.18149657,  0.17486097,  0.17940547,  0.18997783,  0.19155962, -0.00023162
  0.22353917,  0.20422459,  0.22155421,  0.23319590,  0.25580387,  0.19645570,  0.23138539,  0.23582280,  0.25555062, -0.00182844
  0.20341216,  0.17452726,  0.18385645,  0.22244531,  0.22422425,  0.15941989,  0.18602246,  0.20432816,  0.23941745, -0.00085881
  0.31536171,  0.27859150,  0.27934600,  0.28773079,  0.45271115,  0.24052153,  0.25593199,  0.37307725,  0.38849088, -0.00777845
  0.24898972,  0.20216919,  0.22829502,  0.24670233,  0.28374646,  0.19044028,  0.21886661,  0.22462330,  0.27236535, -0.00195930
  0.25779534,  0.22785666,  0.22849283,  0.24752855,  0.30771711,  0.19990848,  0.21936843,  0.25968070,  0.30742461, -0.00039404
  0.20513738,  0.17298578,  0.18895323,  0.19841073,  0.24161850,  0.16278400,  0.17845935,  0.19773624,  0.23139658, -0.00120097
  0.15769535,  0.13697114,  0.14677279,  0.16295422,  0.17010468,  0.12872027,  0.14630473,  0.14935592,  0.17358155, -0.00046691
  0.22830039,  0.22622290,  0.22777388,  0.23509829,  0.28363685,  0.22344711,  0.22355261,  0.27711678,  0.30088563, -0.00122539
  0.27342620,  0.23770614,  0.26498735,  0.29406930,  0.36264272,  0.22296057,  0.25446860,  0.33573879,  0.38733507, -0.00334234
  0.30114196,  0.27111726,  0.27768244,  0.28678498,  0.33223143,  0.24780808,  0.26377513,  0.28649059,  0.30475773, -0.00205810
  0.23114301,  0.19231801,  0.19547029,  0.26414294,  0.26804930,  0.16601473,  0.21501945,  0.21531283,  0.29681826, -0.00220819
  0.23290229,  0.19764932,  0.20232017,  0.23176604,  0.23512560,  0.17383471,  0.19506189,  0.20986139,  0.22578827,  0.00009980
  0.16743654,  0.14957429,  0.16666203,  0.17708408,  0.19346270,  0.14713442,  0.15733329,  0.18907205,  0.20559515, -0.00047628
  0.17572385,  0.16325361,  0.17149329,  0.17935293,  0.19700505,  0.16298949,  0.17495462,  0.18425708,  0.18768698, -0.00093638
  0.34321330,  0.26256939,  0.36977736,  0.40407420,  0.43787688,  0.28609168,  0.31408979,  0.47637422,  0.49835195,  0.00277705
  0.33638208,  0.26795693,  0.29049028,  0.35908319,  0.45440934,  0.23772557,  0.32630814,  0.33367836,  0.47774223,  0.00009726
  0.18011907,  0.15800075,  0.16624490,  0.17672341,  0.19598916,  0.14645448,  0.16721894,  0.16829724,  0.19057612, -0.00006973
  0.33500321,  0.25949876,  0.33281237,  0.37538848,  0.37628572,  0.28219555,  0.29518953,  0.33982755,  0.37285663, -0.00504094
  0.16406676,  0.16197905,  0.16235029,  0.16308092,  0.17277653,  0.16350633,  0.16366502,  0.16660444,  0.17337402,  0.00025472
  0.36702002,  0.29191890,  0.33930683,  0.34261653,  0.53427822,  0.29130637,  0.31907870,  0.38268137,  0.44458058, -0.00565701
  0.12852600,  0.11709160,  0.12978718,  0.14008942,  0.14110928,  0.11852960,  0.12581354,  0.14399509,  0.15363268,  0.00000093
  0.18260554,  0.15782729,  0.19046099,  0.20051356,  0.20986280,  0.16460778,  0.17675211,  0.20644113,  0.23314773, -0.00053032
  0.19614897,  0.17516331,  0.17960706,  0.20462824,  0.23461770,  0.16509586,  0.18533716,  0.20531630,  0.24021116, -0.00106909
  0.26544724,  0.21417207,  0.28327593,  0.30291070,  0.32043877,  0.22492138,  0.25278979,  0.30617284,  0.40040697,  0.00074107
  0.36810259,  0.30176654,  0.33841577,  0.35553204,  0.52874551,  0.28280991,  0.31535545,  0.42024223,  0.45002597, -0.00532953
  0.12855946,  0.11867642,  0.12870684,  0.13117295,  0.14272584,  0.12212744,  0.12980031,  0.13026069,  0.14272889, -0.00033699
  0.18441461,  0.16107215,  0.17991025,  0.18828520,  0.22236449,  0.15685121,  0.18894005,  0.18962091,  0.22516929, -0.00055916
  0.15802187,  0.14076495,  0.14126281,  0.17413018,  0.17882223,  0.12792525,  0.15573869,  0.15737224,  0.20239596,  0.00052314
  0.33427622,  0.27140761,  0.32185139,  0.33974327,  0.46161445,  0.28537673,  0.34134469,  0.34730386,  0.41074087, -0.00518525
  0.23537686,  0.20247145,  0.25568509,  0.26880073,  0.28981122,  0.22238095,  0.22428857,  0.33016965,  0.33354091,  0.00155987
  0.35664966,  0.28737771,  0.29749129,  0.31531627,  0.51773877,  0.26017946,  0.27497026,  0.38131016,  0.38639145, -0.00581689
  0.19585378,  0.17389438,  0.17655230,  0.17734037,  0.21909184,  0.15863387,  0.16391108,  0.18821715,  0.19828900, -0.00018341
  0.20871868,  0.17568048,  0.19885982,  0.21408124,  0.24834090,  0.17909246,  0.20449128,  0.20645430,  0.22874135, -0.00195591
  0.14576624,  0.13734358,  0.14043463,  0.14293739,  0.16252237,  0.13458218,  0.13777843,  0.15116196,  0.16120457,  0.00008266
  0.31155521,  0.24262628,  0.28262911,  0.29111005,  0.43932388,  0.22302437,  0.28509360,  0.31267559,  0.39019365, -0.00417990
  0.38150989,  0.29387244,  0.32834220,  0.33259873,  0.59635911,  0.26742651,  0.30470535,  0.40726529,  0.46319628, -0.00353184
  0.23129072,  0.20676079,  0.23303695,  0.25193873,  0.27083867,  0.22879939,  0.23202545,  0.26091083,  0.26608830, -0.00161638
  0.21788149,  0.18206934,  0.19597034,  0.22353642,  0.23587793,  0.16682011,  0.18897583,  0.21661774,  0.24607486,  0.00102082
  0.35627596,  0.28299447,  0.30299000,  0.30961535,  0.53896792,  0.25706769,  0.25903085,  0.38209984,  0.41665226, -0.00752557
  0.25344412,  0.24803513,  0.25162430,  0.27227851,  0.27381949,  0.24998988,  0.28001541,  0.28138775,  0.28427221,  0.00130532
  0.32734146,  0.25505389,  0.29397904,  0.30330760,  0.46385373,  0.24809543,  0.25906649,  0.32683573,  0.40094736, -0.00584424
  0.16482967,  0.16120416,  0.16998055,  0.17105567,  0.18181669,  0.16230986,  0.16781052,  0.18471607,  0.18980014, -0.00047732
  0.37718129,  0.28873653,  0.32435581,  0.33630029,  0.59086848,  0.27118997,  0.27893925,  0.39416230,  0.46530760, -0.00418407
  0.20002480,  0.17203221,  0.17653385,  0.19484111,  0.23809926,  0.15568789,  0.16951856,  0.19993442,  0.22465049, -0.00143112
  0.13546529,  0.13092662,  0.13905355,  0.14358735,  0.15262250,  0.13580703,  0.13653903,  0.15572753,  0.16244280, -0.00005344
  0.18421550,  0.16758251,  0.19393435,  0.20144184,  0.20988495,  0.17350002,  0.18030344,  0.22556759,  0.22628197, -0.00036432
  0.21812130,  0.18755487,  0.19199234,  0.22557736,  0.26108502,  0.16845212,  0.18936643,  0.22538706,  0.26094365, -0.00187884
  0.19230092,  0.16381538,  0.17276827,  0.20051601,  0.20580095,  0.14976891,  0.16857559,  0.18051219,  0.21055619, -0.00070617
  0.22885154,  0.18813553,  0.21041442,  0.24143462,  0.29364936,  0.17615108,  0.21725939,  0.22984015,  0.31096568, -0.00163764
  0.25362905,  0.23898158,  0.24945339,  0.27014695,  0.29090300,  0.23198045,  0.26047582,  0.28180644,  0.30181609, -0.00117921
  0.21460710,  0.18027269,  0.18543528,  0.22198884,  0.25722837,  0.15860214,  0.18876462,  0.20865009,  0.25884332, -0.00172964
  0.16902819,  0.14788467,  0.15095479,  0.18094782,  0.18323412,  0.13414459,  0.15745668,  0.15855806,  0.19321842, -0.00063121
  0.22259574,  0.22690617,  0.23587203,  0.23679933,  0.26422313,  0.23163918,  0.26243193,  0.27133574,  0.27419910, -0.00038361
  0.29201718,  0.28545689,  0.29407950,  0.32256389,  0.35430488,  0.27206679,  0.31256564,  0.33769717,  0.43268559,  0.00099668
  0.31935516,  0.26796462,  0.27482690,  0.27598624,  0.45240537,  0.23391506,  0.24035058,  0.34939844,  0.35996848, -0.00720348
  0.21190719,  0.17725204,  0.19843888,  0.20603365,  0.23054574,  0.16939884,  0.18737929,  0.19044960,  0.22553432, -0.00033527
  0.21200670,  0.18186930,  0.19510124,  0.24809316,  0.24852414,  0.17076412,  0.20522461,  0.22426714,  0.28844204, -0.00122016
  0.14820330,  0.13089745,  0.15672210,  0.15811172,  0.15821398,  0.13792658,  0.13800996,  0.16654087,  0.16764299, -0.00046224
  0.14868233,  0.13666611,  0.14803739,  0.15798340,  0.16345064,  0.14631115,  0.14797612,  0.15781097,  0.16074720, -0.00048861
  0.34541754,  0.26097212,  0.36088615,  0.38454143,  0.46726941,  0.27651969,  0.32353486,  0.45892316,  0.47035516,  0.00009706
  0.35834472,  0.28282239,  0.31991360,  0.33049045,  0.53594848,  0.25473761,  0.32637065,  0.37562410,  0.45386136, -0.00404879
  0.18603533,  0.16317449,  0.17046241,  0.17520551,  0.21688657,  0.15292201,  0.16478738,  0.18631279,  0.19660332, -0.00067123
  0.25503067,  0.21097140,  0.23031816,  0.28486441,  0.29862192,  0.23071750,  0.24092751,  0.25759340,  0.26279323, -0.00362260
  0.14894730,  0.14995134,  0.15211594,  0.15874616,  0.16752745,  0.15528363,  0.16107132,  0.17174199,  0.17711438,  0.00029317
  0.37838370,  0.29298818,  0.31175500,  0.31248018,  0.58052288,  0.24687670,  0.27879282,  0.39093240,  0.44353431, -0.00308508
  0.12238251,  0.11006990,  0.12398381,  0.12964542,  0.13351076,  0.11142202,  0.11877808,  0.13188367,  0.14061735, -0.00019477
  0.18498071,  0.15740773,  0.19257281,  0.19304408,  0.21505376,  0.16358923,  0.17852332,  0.20264016,  0.22153355, -0.00091402
  0.21556282,  0.18503897,  0.18704763,  0.22952389,  0.24938197,  0.16574883,  0.19754745,  0.21109547,  0.25723863, -0.00131181
  0.23862612,  0.19696644,  0.20368586,  0.23039760,  0.29082796,  0.17407925,  0.19364068,  0.23297560,  0.26692776, -0.00251929
  0.34687739,  0.28604954,  0.31358441,  0.34497938,  0.46650603,  0.28086124,  0.29499421,  0.35237932,  0.43934936, -0.00274895
  0.12375764,  0.11316469,  0.12183622,  0.12430574,  0.13838224,  0.11424282,  0.12298988,  0.12525999,  0.13497047, -0.00028534
  0.20174334,  0.17484789,  0.19387709,  0.20235247,  0.24441918,  0.17262380,  0.19663526,  0.20738722,  0.23302489, -0.00142098
  0.20279677,  0.16999503,  0.17596120,  0.20460639,  0.23888401,  0.15080263,  0.17715328,  0.19471546,  0.24090790, -0.00052256
  0.32948082,  0.28526056,  0.29693468,  0.29971168,  0.48017571,  0.26021114,  0.27819670,  0.38258899,  0.41024631, -0.00687170
  0.36771168,  0.27640237,  0.36092614,  0.37346208,  0.52655662,  0.27135069,  0.35882652,  0.41101487,  0.47006420, -0.00226175
  0.31888233,  0.24896431,  0.29591367,  0.30954711,  0.44013581,  0.25156220,  0.27303046,  0.31328262,  0.39437993, -0.00595390
  0.20137320,  0.17366478,  0.18599028,  0.18753739,  0.23408294,  0.16354765,  0.17060325,  0.20004241,  0.21258607, -0.00106623
  0.17819312,  0.15853755,  0.16524547,  0.18498547,  0.20733596,  0.16215700,  0.17151726,  0.18219924,  0.19020139, -0.00125922
  0.13914089,  0.13495080,  0.13754118,  0.14289666,  0.15721463,  0.13447056,  0.14028075,  0.15630649,  0.16033509,  0.00017462
  0.33020388,  0.26289493,  0.29252151,  0.31336106,  0.47571069,  0.24514442,  0.30009465,  0.35169003,  0.38475774, -0.00653676
  0.36719819,  0.30110515,  0.30650486,  0.30667349,  0.55295911,  0.25335544,  0.28029137,  0.39679721,  0.43141532, -0.00462848
  0.22891388,  0.23452928,  0.23602569,  0.25719774,  0.26131760,  0.25600157,  0.26761896,  0.26990087,  0.27409606, -0.00019088
  0.22108912,  0.18367524,  0.18827453,  0.22783652,  0.23140585,  0.16129116,  0.18890600,  0.19664322,  0.25024568,  0.00162801
  0.36201952,  0.29969281,  0.30575037,  0.36609412,  0.54675851,  0.25305027,  0.29736894,  0.40374481,  0.51416763, -0.00641837
  0.24509437,  0.21106865,  0.25593114,  0.28730654,  0.29471870,  0.21346385,  0.24885632,  0.30805857,  0.36889574,  0.00198651
  0.37935159,  0.30102738,  0.30891724,  0.35071746,  0.57319992,  0.27607569,  0.29339770,  0.39399706,  0.43795665, -0.00312100
  0.13126016,  0.13239367,  0.13267583,  0.14341875,  0.14652961,  0.13528382,  0.14278345,  0.14659700,  0.16247796,  0.00015857
  0.36762476,  0.28392483,  0.34287215,  0.35206470,  0.56091321,  0.26733000,  0.30780596,  0.38746309,  0.52150586, -0.00353897
  0.18974752,  0.16581262,  0.19080772,  0.19841541,  0.22256651,  0.16894737,  0.19031984,  0.20418327,  0.22794423, -0.00065448
  0.13580965,  0.12891854,  0.13323934,  0.14984203,  0.15574643,  0.12802670,  0.14545736,  0.14616291,  0.17453813,  0.00015321
  0.17834099,  0.16584114,  0.17086330,  0.18731190,  0.20929207,  0.15726322,  0.17609946,  0.19043371,  0.22498742, -0.00038342
  0.20415350,  0.17945917,  0.18207928,  0.21617541,  0.24978618,  0.16176466,  0.18716193,  0.21307197,  0.26141672, -0.00155464
  0.14530463,  0.13001779,  0.13494330,  0.14521314,  0.16202605,  0.12158201,  0.13329720,  0.14230338,  0.16248889, -0.00028050
  0.22860205,  0.19038919,  0.20352758,  0.25984460,  0.27829688,  0.17151550,  0.22084474,  0.22439300,  0.31972223, -0.00116311
  0.19565088,  0.19295889,  0.19797131,  0.22553834,  0.23174429,  0.18896265,  0.23219112,  0.23258773,  0.27385241,  0.00118662
  0.26750399,  0.22512762,  0.24132846,  0.25239491,  0.33359109,  0.20178686,  0.21486205,  0.28683812,  0.29724934, -0.00379311
  0.19640454,  0.19407199,  0.20165677,  0.21265384,  0.21501002,  0.20607127,  0.21260962,  0.21925290,  0.22089913, -0.00049531
  0.20848496,  0.19415828,  0.22188609,  0.23576448,  0.24520045,  0.21102776,  0.21239657,  0.26650279,  0.28587650,  0.00133205
  0.31563803,  0.26369166,  0.34528360,  0.34849131,  0.39952409,  0.28612565,  0.31579383,  0.40478865,  0.42908971, -0.00126453
  0.33011755,  0.26096769,  0.30093597,  0.31344111,  0.48071376,  0.23874508,  0.28045110,  0.34932167,  0.42562048, -0.00796024
  0.19859376,  0.16826125,  0.19532070,  0.21581315,  0.21827351,  0.18096917,  0.18155849,  0.20472342,  0.22113830, -0.00103093
  0.25917351,  0.21194146,  0.23227881,  0.30101641,  0.30550060,  0.19443152,  0.23530652,  0.26975744,  0.33881766, -0.00315475
  0.12350122,  0.11095090,  0.12431159,  0.13081824,  0.13747721,  0.11150102,  0.12203419,  0.13197424,  0.14557198, -0.00017077
  0.12556148,  0.12353448,  0.12492380,  0.14128678,  0.14173635,  0.12376057,  0.13872067,  0.14075283,  0.16186104,  0.00039592
  0.31897479,  0.24998675,  0.34089611,  0.34957347,  0.41532051,  0.26822574,  0.30322253,  0.41869595,  0.41897891, -0.00137518
  0.34723476,  0.28839529,  0.29424746,  0.31473006,  0.51515615,  0.25592190,  0.27383598,  0.39163622,  0.40409069, -0.00786528
  0.18213334,  0.16217407,  0.16597882,  0.16670231,  0.21561292,  0.15087196,  0.15163669,  0.18974785,  0.19157404, -0.00091911
  0.19667938,  0.17727598,  0.17743080,  0.18552621,  0.23812631,  0.16533648,  0.16949615,  0.20766922,  0.21127865, -0.00161859
  0.13451726,  0.12135744,  0.12945616,  0.13930198,  0.15363810,  0.11755273,  0.13584273,  0.13693530,  0.15940652, -0.00000104
  0.35918044,  0.28209668,  0.29808143,  0.32680262,  0.52819924,  0.26168865,  0.27560448,  0.36720560,  0.40761689, -0.00531126
  0.12495032,  0.11393912,  0.11853518,  0.13276642,  0.14033723,  0.10806037,  0.12585229,  0.12618519,  0.14927601, -0.00017197
  0.18189696,  0.15580690,  0.18240706,  0.18928227,  0.19221850,  0.15576797,  0.16272363,  0.18693025,  0.20089559, -0.00055582
  0.20949222,  0.18174908,  0.18488078,  0.22046176,  0.24515548,  0.16543213,  0.18905350,  0.21413671,  0.25070687, -0.00117468
  0.17835288,  0.15455267,  0.16099135,  0.17279018,  0.17992482,  0.14174634,  0.15413206,  0.15757727,  0.17306814,  0.00028750
  0.33600592,  0.29264675,  0.30875519,  0.32567933,  0.47386448,  0.27953364,  0.29841179,  0.37073410,  0.42908971, -0.00585644
  0.12486078,  0.11879778,  0.12259746,  0.13672203,  0.14171444,  0.11674494,  0.13061499,  0.13864626,  0.15743641,  0.00029252
  0.19298369,  0.18725378,  0.19729508,  0.21277895,  0.23004440,  0.19169262,  0.19995481,  0.23054208,  0.26211351, -0.00004130
  0.20782658,  0.18239581,  0.20419690,  0.22545235,  0.24902680,  0.17818407,  0.19284439,  0.24391910,  0.26530238, -0.00125531
  0.25517345,  0.21995401,  0.23867505,  0.26055719,  0.32017746,  0.20286436,  0.22210436,  0.29123222,  0.31161725, -0.00363496
  0.35822046,  0.34196276,  0.35751467,  0.40342589,  0.40749846,  0.34858449,  0.39173532,  0.39304638,  0.44899062,  0.00298626
  0.29853411,  0.24972780,  0.29106930,  0.33240018,  0.40979139,  0.24435784,  0.29775490,  0.32317811,  0.48875354, -0.00089281
  0.25726332,  0.20776194,  0.21589361,  0.25291663,  0.31877377,  0.18107564,  0.20790427,  0.24882010,  0.29665237, -0.00316519
  0.19045511,  0.16636840,  0.18200330,  0.19001487,  0.22878206,  0.16151337,  0.17665585,  0.19321226,  0.22690092, -0.00134826
  0.15493451,  0.13631407,  0.14072145,  0.15322669,  0.17817842,  0.12527295,  0.14095585,  0.15417804,  0.17698229, -0.00005255
  0.32190475,  0.25826260,  0.28286079,  0.29563294,  0.45802708,  0.24183247,  0.27529727,  0.34229519,  0.36742120, -0.00667535
  0.36195073,  0.27878955,  0.31252744,  0.35046537,  0.52698034,  0.26482286,  0.33432103,  0.37500558,  0.39996800, -0.00502992
  0.21679991,  0.18585754,  0.22208300,  0.22880122,  0.24953642,  0.19409245,  0.20669587,  0.23188567,  0.25689968, -0.00177896
  0.26555671,  0.21361428,  0.23005535,  0.27194501,  0.30156343,  0.19205676,  0.22025098,  0.26636663,  0.31758675,  0.00131965
  0.37838627,  0.28263254,  0.32391476,  0.34340541,  0.59102319,  0.25679380,  0.28089446,  0.38741656,  0.48135936, -0.00456931
  0.24207255,  0.20747379,  0.22260674,  0.23799477,  0.27696903,  0.19857499,  0.20345934,  0.25399044,  0.25711614, -0.00141919
  0.34886650,  0.27639397,  0.29545222,  0.30988429,  0.51358430,  0.24837766,  0.28339418,  0.37554468,  0.39178045, -0.00635831
  0.12443270,  0.11728586,  0.12122958,  0.13985507,  0.14130653,  0.11516664,  0.13206446,  0.13543797,  0.16160214,  0.00025069
  0.33997879,  0.27856123,  0.32665093,  0.35109549,  0.45337595,  0.30509366,  0.31696394,  0.33310760,  0.42659532, -0.00481301
  0.19733694,  0.17657568,  0.19612292,  0.20970814,  0.23300594,  0.17979390,  0.20370275,  0.21092637,  0.24265696, -0.00077170
  0.13605190,  0.12548276,  0.12813933,  0.12867072,  0.15489585,  0.11887850,  0.12259791,  0.14066979,  0.14616994, -0.00022043
  0.15424663,  0.14263941,  0.14786348,  0.17220634,  0.17914331,  0.13570419,  0.16221566,  0.16292849,  0.20478610, -0.00002356
  0.19068904,  0.17044013,  0.17438707,  0.19312073,  0.23215295,  0.15758685,  0.17236767,  0.20246731,  0.23223684, -0.00135064
  0.12870364,  0.11645793,  0.12045535,  0.13843061,  0.14382728,  0.10941036,  0.12763516,  0.12899694,  0.15538931, -0.00017787
  0.20971184,  0.17841872,  0.19410379,  0.22243047,  0.23515878,  0.16557314,  0.19001761,  0.20913957,  0.24867240, -0.00089014
  0.18584117,  0.17245045,  0.19063116,  0.21929401,  0.22486165,  0.18133001,  0.19765549,  0.23170756,  0.27500663,  0.00130365
  0.27831082,  0.23266825,  0.25124201,  0.25619138,  0.31269240,  0.21141269,  0.24142617,  0.25840481,  0.26565512, -0.00105400
  0.24170318,  0.22104538,  0.23476311,  0.25538309,  0.25881558,  0.22795847,  0.22979277,  0.24463407,  0.26152036, -0.00083842
  0.19241411,  0.16677396,  0.17914216,  0.18513153,  0.23520883,  0.15590382,  0.17766417,  0.19725516,  0.22441274, -0.00086146
  0.27505663,  0.23706733,  0.30636964,  0.31878515,  0.33835761,  0.25477480,  0.26784153,  0.35669495,  0.43040316,  0.00073491
  0.37025353,  0.28642126,  0.32584530,  0.34744855,  0.56457527,  0.25764809,  0.29333969,  0.39421140,  0.48029771, -0.00677535
  0.19266572,  0.16684892,  0.19425499,  0.20834692,  0.21384858,  0.16687771,  0.18547195,  0.20321424,  0.23338830, -0.00074850
  0.28101752,  0.22851606,  0.23931873,  0.28827665,  0.30330760,  0.19897393,  0.22974367,  0.26549495,  0.29266054, -0.00127787
  0.11499503,  0.10930294,  0.11027557,  0.11933641,  0.12910912,  0.10556367,  0.11320035,  0.12204655,  0.13435692, -0.00009966
  0.12456188,  0.12037845,  0.12135707,  0.13003593,  0.14046676,  0.11651222,  0.12801830,  0.13565686,  0.14748460,  0.00011771
  0.34149786,  0.25819371,  0.28553954,  0.35262672,  0.48648117,  0.22505289,  0.27834429,  0.33500512,  0.46117250, -0.00695078
  0.30935894,  0.26872207,  0.31045420,  0.31346272,  0.40796628,  0.27463406,  0.28941650,  0.32800640,  0.43096649, -0.00318344
  0.29452938,  0.23786276,  0.24786895,  0.33392561,  0.39113868,  0.20680013,  0.26371642,  0.29323871,  0.42745199, -0.00443912
  0.20865915,  0.19808429,  0.20640504,  0.20667379,  0.23551522,  0.18989832,  0.20454687,  0.22428178,  0.22603038, -0.00143675
  0.14657968,  0.12963137,  0.13667401,  0.14283294,  0.16731090,  0.12157302,  0.13519168,  0.14515195,  0.16371172, -0.00010565
  0.38796712,  0.30805999,  0.31705801,  0.34319504,  0.61196701,  0.27914668,  0.30490919,  0.42186207,  0.44463336, -0.00203108
  0.12328020,  0.11252581,  0.11434787,  0.11784777,  0.13184800,  0.10502458,  0.11015347,  0.12040024,  0.12459330, -0.00001242
  0.15948801,  0.14945011,  0.15563774,  0.16001147,  0.17470694,  0.14459369,  0.15403640,  0.16097007,  0.17870795, -0.00024973
  0.17931112,  0.15594116,  0.16191280,  0.19261781,  0.19412391,  0.14232947,  0.16791055,  0.17066040,  0.20905230, -0.00022022
  0.14968384,  0.13245161,  0.13625597,  0.14690229,  0.16448748,  0.12130046,  0.13091540,  0.14680285,  0.16242286, -0.00002808
  0.29764412,  0.23380765,  0.28915381,  0.30691454,  0.36793315,  0.22652802,  0.27901957,  0.29359875,  0.35203632, -0.00537204
  0.12766843,  0.11472522,  0.12450684,  0.12577104,  0.12765189,  0.11361341,  0.11430109,  0.12161356,  0.12607774,  0.00011660
  0.19509679,  0.18024984,  0.20287358,  0.20743226,  0.21526491,  0.18215119,  0.19460224,  0.22207038,  0.22350794, -0.00105826
  0.19189265,  0.16363457,  0.18795664,  0.19484996,  0.21264421,  0.16091860,  0.16475336,  0.20741087,  0.20899201, -0.00091822
  0.20836906,  0.17635369,  0.18152737,  0.21492010,  0.23181402,  0.15662404,  0.17909246,  0.20153509,  0.23077649, -0.00102074
  0.36330741,  0.29958786,  0.33754135,  0.35891204,  0.54768412,  0.26752796,  0.34155163,  0.41934348,  0.52963465, -0.00158180
  0.21884299,  0.18197286,  0.20454302,  0.23922896,  0.25379564,  0.17191217,  0.20466979,  0.22141676,  0.26866778, -0.00184989
  0.36250692,  0.27243510,  0.31777436,  0.34057962,  0.55346683,  0.24910099,  0.28639665,  0.36821237,  0.48100835, -0.00575114
  0.19110261,  0.16368804,  0.19202844,  0.19924391,  0.20113480,  0.16646034,  0.17114434,  0.20194770,  0.20268636, -0.00064606
  0.17388595,  0.15320674,  0.15466354,  0.15878657,  0.16168408,  0.13917348,  0.14026693,  0.14363814,  0.15074780,  0.00109214
  0.37943349,  0.31184746,  0.31996601,  0.32854415,  0.58535603,  0.27792253,  0.30321269,  0.41866667,  0.45322246, -0.00300701
  0.37243754,  0.29967395,  0.33318340,  0.35772058,  0.55134299,  0.28922398,  0.35645922,  0.40056111,  0.43445016, -0.00362849
  0.20947567,  0.17559919,  0.21555831,  0.21807982,  0.24582418,  0.18178754,  0.19965846,  0.22396206,  0.25055341, -0.00163251
  0.27120895,  0.24005333,  0.24181130,  0.28622409,  0.30243935,  0.22615987,  0.25160119,  0.26393219,  0.34576210,  0.00305786
  0.27957295,  0.22381449,  0.23512494,  0.25982793,  0.36484446,  0.19693169,  0.21467681,  0.27852345,  0.31592303, -0.00453010
  0.23654681,  0.20406164,  0.20532064,  0.23607962,  0.29662887,  0.18260918,  0.19958172,  0.24916592,  0.28554532, -0.00263933
  0.36057177,  0.27754125,  0.32353486,  0.32794993,  0.54707738,  0.26072274,  0.28161414,  0.37176780,  0.46583735, -0.00527137
  0.13180906,  0.12159387,  0.12488239,  0.13665003,  0.14815921,  0.11672490,  0.12857880,  0.13575309,  0.15533158,  0.00007781
  0.37335012,  0.29794386,  0.32243804,  0.36490278,  0.53800783,  0.30604522,  0.31584579,  0.37739609,  0.42835285, -0.00387018
  0.24482681,  0.20024125,  0.21811302,  0.26308049,  0.30148669,  0.18439359,  0.23410410,  0.23696885,  0.31285764, -0.00239540
