f1,f2,f3,f4,f5,f6,f7,f8,f9,resp
  0.37145985,  0.27760435,  0.33065306,  0.36403853,  0.57603653,  0.25703287,  0.35807116,  0.37615791,  0.52687067,  0.00061254
  0.28739786,  0.23072117,  0.33099880,  0.33104416,  0.33701375,  0.25528321,  0.26779548,  0.35382774,  0.43152385,  0.00018915
  0.22408908,  0.19069736,  0.19283041,  0.21014619,  0.26316337,  0.16750020,  0.18064259,  0.22111019,  0.23521663, -0.00157228
  0.32137063,  0.28576793,  0.29334090,  0.29409983,  0.46057522,  0.25050621,  0.27197016,  0.38993545,  0.39068467, -0.00768242
  0.34514369,  0.26952907,  0.29978032,  0.32103430,  0.50789575,  0.24938508,  0.29309260,  0.36371096,  0.39653822, -0.00751548
  0.36380239,  0.28194977,  0.32054416,  0.32370599,  0.54028792,  0.26925924,  0.27296540,  0.37174459,  0.43471683, -0.00559110
  0.17397516,  0.15217668,  0.15561795,  0.15928698,  0.18275308,  0.13812708,  0.14035949,  0.16364135,  0.16556837,  0.00029062
  0.23190686,  0.19589890,  0.20267971,  0.22198721,  0.26711150,  0.17258421,  0.19880597,  0.21964607,  0.24608903, -0.00125440
  0.18752684,  0.16246745,  0.17505835,  0.17866089,  0.22872759,  0.15156632,  0.17088800,  0.19211739,  0.21554228, -0.00098282
  0.13041445,  0.11778302,  0.11814126,  0.13592804,  0.14017912,  0.10743326,  0.12274772,  0.12608887,  0.14859055,  0.00024104
  0.36967128,  0.28236758,  0.31778718,  0.34067847,  0.54314942,  0.26595936,  0.30568896,  0.38208598,  0.40745446, -0.00588134
  0.15956718,  0.14216799,  0.15706253,  0.17707188,  0.18557603,  0.14022777,  0.16167984,  0.17649397,  0.20702116,  0.00000574
  0.14174077,  0.12804140,  0.13752491,  0.14485301,  0.15844360,  0.12572441,  0.12993831,  0.15497451,  0.16115412,  0.00004360
  0.33751059,  0.26303406,  0.29930191,  0.32696151,  0.49864294,  0.24652085,  0.27556051,  0.35010009,  0.45795493, -0.00643095
  0.20219769,  0.20047770,  0.20343997,  0.20554820,  0.23049739,  0.19612592,  0.21347355,  0.22610551,  0.22680458, -0.00110010
  0.17486418,  0.15686626,  0.18518169,  0.19064886,  0.19676770,  0.16480459,  0.17203067,  0.20418456,  0.22073121,  0.00014441
  0.19486181,  0.17848353,  0.18602890,  0.19568985,  0.22451396,  0.17600589,  0.19236285,  0.20185509,  0.20766832, -0.00120098
  0.34273724,  0.27186361,  0.30667058,  0.32247828,  0.49099901,  0.26447624,  0.30503968,  0.34725357,  0.41833688, -0.00437653
  0.25903260,  0.21307918,  0.25384551,  0.28817132,  0.30941963,  0.21181594,  0.22809246,  0.30550629,  0.32739761, -0.00256157
  0.16030170,  0.14635062,  0.16175872,  0.16451909,  0.17106717,  0.14906291,  0.15015743,  0.17182816,  0.17229758, -0.00034380
  0.17946845,  0.16743163,  0.17143784,  0.18250850,  0.21632356,  0.15728365,  0.17040722,  0.20318406,  0.22093798, -0.00065448
  0.16767363,  0.14978201,  0.16540477,  0.17912663,  0.19623503,  0.14740447,  0.17216167,  0.17322025,  0.21286668, -0.00043999
  0.33696787,  0.29383185,  0.35899295,  0.37689725,  0.41628022,  0.31648584,  0.34654814,  0.39622069,  0.45821450, -0.00098396
  0.25390770,  0.21146138,  0.22387898,  0.27000807,  0.31727489,  0.18818783,  0.24347624,  0.24951550,  0.33060791, -0.00201622
  0.35680619,  0.28250615,  0.29897136,  0.31073734,  0.53064783,  0.24200594,  0.26397448,  0.37890485,  0.41308215, -0.00770007
  0.23429360,  0.20216548,  0.22943384,  0.24314135,  0.27386058,  0.20489998,  0.22870902,  0.23622579,  0.27242701, -0.00222358
  0.35383213,  0.27859584,  0.29434057,  0.36186075,  0.47829383,  0.23564665,  0.28037396,  0.35899295,  0.44715100, -0.00664244
  0.28051183,  0.23088348,  0.24219608,  0.27720727,  0.28804092,  0.20067499,  0.23047226,  0.25188999,  0.26562979, -0.00065320
  0.18801944,  0.15990833,  0.16106548,  0.19356669,  0.19911394,  0.13983102,  0.16451752,  0.16736970,  0.20923846,  0.00052000
  0.29309887,  0.23530713,  0.26309870,  0.32654469,  0.35691532,  0.26547437,  0.26879199,  0.27368310,  0.33163162, -0.00409549
  0.20392669,  0.17183220,  0.18630505,  0.20496495,  0.22034770,  0.16025251,  0.17382368,  0.20617987,  0.21830210,  0.00035126
  0.21916915,  0.19828708,  0.20397927,  0.25936522,  0.27750598,  0.18681379,  0.23086008,  0.24411089,  0.34339539,  0.00019395
  0.37707405,  0.30797090,  0.31200372,  0.33114403,  0.58772708,  0.26490740,  0.28710634,  0.42853770,  0.43096649, -0.00560217
  0.26949384,  0.24853408,  0.26906131,  0.28420903,  0.30471807,  0.26023498,  0.26616273,  0.29958122,  0.31242375, -0.00046562
  0.23905802,  0.23774440,  0.25055655,  0.25583816,  0.27151366,  0.25580551,  0.26043430,  0.27940703,  0.28561057,  0.00006364
  0.22418876,  0.19737039,  0.22001789,  0.24706047,  0.25454114,  0.18940922,  0.22437377,  0.23758737,  0.27265571, -0.00199731
  0.17340191,  0.15097938,  0.15421965,  0.16580193,  0.19804816,  0.13572307,  0.14935190,  0.16928692,  0.18675120, -0.00042536
  0.27124588,  0.22323377,  0.24847344,  0.27338733,  0.30050361,  0.21097140,  0.21968843,  0.26157406,  0.29096580, -0.00227118
  0.16752770,  0.15078892,  0.15401284,  0.18068506,  0.19440763,  0.14126590,  0.16302717,  0.17832057,  0.21239752,  0.00034945
  0.26049353,  0.22746902,  0.23146289,  0.27483317,  0.30425368,  0.20234915,  0.24862776,  0.25497182,  0.31483143, -0.00162295
  0.17938410,  0.16078957,  0.17296250,  0.18780609,  0.20026611,  0.15603720,  0.16459418,  0.19691067,  0.20781760, -0.00009365
  0.19501811,  0.16588859,  0.17909503,  0.21135036,  0.23242177,  0.15331293,  0.19082094,  0.19166940,  0.24881013, -0.00122761
  0.17022911,  0.14992823,  0.16880384,  0.17309303,  0.17661697,  0.15125236,  0.15694719,  0.16926823,  0.17203348, -0.00058863
  0.34767106,  0.26335950,  0.30527845,  0.34118572,  0.49283225,  0.24342432,  0.28202826,  0.33690668,  0.44886406, -0.00589990
  0.19078483,  0.16399769,  0.18383316,  0.18491873,  0.21540072,  0.15823378,  0.16030129,  0.20326885,  0.21137256, -0.00013912
  0.35988920,  0.28755348,  0.32965265,  0.35142270,  0.54429085,  0.27102460,  0.35721124,  0.38881080,  0.49018430, -0.00296231
  0.26588878,  0.21552026,  0.30463750,  0.30815217,  0.30853323,  0.23684913,  0.24788879,  0.33409708,  0.39180762,  0.00026667
  0.25528067,  0.20592572,  0.21280159,  0.22926494,  0.27868777,  0.17760951,  0.18869940,  0.22907476,  0.24426305, -0.00003263
  0.33108044,  0.29433546,  0.30337873,  0.32164652,  0.48153784,  0.26339696,  0.28226971,  0.39944429,  0.45886041, -0.00641736
  0.37340212,  0.29303720,  0.32034177,  0.32253705,  0.58074775,  0.27478650,  0.27614301,  0.40422267,  0.45092189, -0.00496801
  0.37057117,  0.27716893,  0.33513670,  0.33909214,  0.56721208,  0.26520254,  0.29776412,  0.37325132,  0.47375268, -0.00476551
  0.17256339,  0.14935242,  0.15785758,  0.15986909,  0.17785290,  0.13770525,  0.13998340,  0.16103895,  0.16419277,  0.00027152
  0.24308177,  0.21122023,  0.21859558,  0.21978022,  0.28901250,  0.19408405,  0.19707618,  0.23921390,  0.25449826, -0.00186273
  0.19475278,  0.16830653,  0.19050210,  0.19323537,  0.23624231,  0.16568740,  0.18765028,  0.19893732,  0.23087671, -0.00137274
  0.13168957,  0.11705478,  0.11754437,  0.13677471,  0.14034054,  0.10573442,  0.12179473,  0.12384425,  0.14648576,  0.00008335
  0.36615055,  0.28414136,  0.30481290,  0.32396072,  0.56387490,  0.26076265,  0.27757969,  0.38441918,  0.42698803, -0.00605941
  0.16441098,  0.14565117,  0.15946855,  0.18246687,  0.19272546,  0.14170476,  0.16662501,  0.17312390,  0.21713490, -0.00034605
  0.15135886,  0.13294982,  0.15144042,  0.15200974,  0.15833848,  0.13348410,  0.13410803,  0.15610258,  0.16207135,  0.00014826
  0.31288221,  0.26122040,  0.28075605,  0.30545357,  0.42183200,  0.24316222,  0.24562614,  0.37785384,  0.38403357, -0.00446645
  0.20654368,  0.18584117,  0.19610785,  0.22665191,  0.24539673,  0.17334354,  0.20292661,  0.22809361,  0.26538271, -0.00141271
  0.21992953,  0.20311741,  0.22964185,  0.23659909,  0.26106103,  0.21472037,  0.21977172,  0.27290133,  0.27409193, -0.00060889
  0.23928923,  0.20926684,  0.21965876,  0.23019362,  0.27992652,  0.19232726,  0.22133320,  0.23341243,  0.26433390, -0.00101877
  0.37590537,  0.28510286,  0.33551564,  0.33742222,  0.58359911,  0.27176520,  0.29815564,  0.38816289,  0.47212904, -0.00457784
  0.30777972,  0.24162766,  0.28908376,  0.29945894,  0.36110495,  0.23374311,  0.23495551,  0.31986775,  0.34143222, -0.00288496
  0.17944877,  0.15685276,  0.16932791,  0.17866804,  0.18104450,  0.14936790,  0.15850149,  0.16666089,  0.18053334,  0.00009284
  0.18376766,  0.16221161,  0.16444120,  0.18700967,  0.21677594,  0.14565966,  0.16892037,  0.18538970,  0.21998860, -0.00060683
  0.21911603,  0.18316555,  0.21001640,  0.24715402,  0.26504600,  0.17527522,  0.21438603,  0.22629416,  0.30812292, -0.00072358
  0.37254868,  0.28308515,  0.38881972,  0.40443095,  0.47868809,  0.30459509,  0.33590920,  0.43874428,  0.49271254,  0.00282115
  0.25831170,  0.21917972,  0.23532928,  0.29483140,  0.30651059,  0.19919331,  0.25462443,  0.25878524,  0.34387009, -0.00264411
  0.36951979,  0.27751129,  0.32496832,  0.36484446,  0.55203998,  0.24852414,  0.32389776,  0.37129600,  0.48484896, -0.00622968
  0.26015834,  0.23107816,  0.24999844,  0.27316493,  0.30272464,  0.22821239,  0.24816796,  0.25306404,  0.31684785, -0.00261097
  0.34876247,  0.29031765,  0.30028948,  0.34587379,  0.50743777,  0.24885942,  0.28121746,  0.39968042,  0.45958184, -0.00843535
  0.24300994,  0.20429785,  0.21160479,  0.23008150,  0.27085055,  0.17962096,  0.19521905,  0.23449771,  0.24274349, -0.00119786
  0.17440882,  0.15039295,  0.15400407,  0.17965081,  0.18925247,  0.13462853,  0.15489640,  0.16376221,  0.19868585,  0.00029563
  0.29224026,  0.24861014,  0.26255312,  0.32592314,  0.35300451,  0.26763329,  0.29249644,  0.29912652,  0.30954711, -0.00405160
  0.21055012,  0.18101363,  0.19658508,  0.22839503,  0.24224442,  0.17370801,  0.19488292,  0.22954623,  0.25785105, -0.00034753
  0.21297576,  0.18596389,  0.21353099,  0.25342131,  0.26122756,  0.18312624,  0.22352298,  0.24531034,  0.33007440,  0.00068457
  0.36110495,  0.27284750,  0.32324392,  0.33425376,  0.55011522,  0.24786286,  0.31395666,  0.36935587,  0.46448868, -0.00538889
  0.30639545,  0.30134151,  0.31017629,  0.31983829,  0.34019704,  0.32464286,  0.32539299,  0.33103693,  0.33120578, -0.00092235
  0.27153371,  0.25611238,  0.26453823,  0.26678619,  0.33253248,  0.24528892,  0.25273325,  0.32233754,  0.32967232, -0.00078259
  0.25870296,  0.21889334,  0.22832598,  0.27297248,  0.30740722,  0.19343987,  0.22688573,  0.26539954,  0.30561469, -0.00337829
  0.17781495,  0.15622979,  0.16342772,  0.17536359,  0.20226181,  0.14655087,  0.16207072,  0.17625422,  0.19431731, -0.00057809
  0.32448727,  0.26190125,  0.26747337,  0.30794900,  0.38781260,  0.23005413,  0.24551728,  0.30814628,  0.33428370, -0.00343185
  0.16778971,  0.15626621,  0.16124712,  0.17687263,  0.19901492,  0.15287126,  0.16153993,  0.19013124,  0.21022837, -0.00022045
  0.24120977,  0.20578613,  0.21221474,  0.27215542,  0.27508576,  0.18636942,  0.22297722,  0.24680602,  0.31688600,  0.00044815
  0.17148144,  0.15488546,  0.15784360,  0.17216881,  0.19970268,  0.14563681,  0.15408833,  0.18343037,  0.20043543, -0.00012870
  0.18038761,  0.15969673,  0.16680734,  0.20456357,  0.20873415,  0.14996701,  0.17624080,  0.19002686,  0.23605728, -0.00063917
  0.18999978,  0.16091547,  0.18141083,  0.18910048,  0.19153118,  0.15517777,  0.16123958,  0.17809728,  0.18953200, -0.00019498
  0.31351353,  0.24467071,  0.29530277,  0.35855891,  0.43830563,  0.23071441,  0.31062345,  0.31690347,  0.52375408, -0.00089285
  0.17236767,  0.15452924,  0.15713213,  0.17477363,  0.19922533,  0.14072215,  0.16020478,  0.17496401,  0.20584806,  0.00001788
  0.36807020,  0.28446192,  0.32383325,  0.35503433,  0.54171298,  0.27352948,  0.34639220,  0.38520282,  0.41610718, -0.00442954
  0.24358892,  0.19908671,  0.26510558,  0.26527908,  0.28891480,  0.21264376,  0.23071441,  0.27277746,  0.33583914, -0.00078468
  0.25530563,  0.21813738,  0.22063337,  0.22370859,  0.27965379,  0.18893805,  0.20085585,  0.23554918,  0.23834192, -0.00000900
  0.32591273,  0.28885572,  0.30419880,  0.31898944,  0.47230275,  0.26791077,  0.26855241,  0.41233339,  0.44685628, -0.00687943
  0.33904339,  0.27657147,  0.28588467,  0.30960193,  0.49397328,  0.26283502,  0.27136468,  0.36157682,  0.38887839, -0.00682651
  0.35204066,  0.27061344,  0.31050211,  0.31060994,  0.51895725,  0.25426123,  0.26433111,  0.35967264,  0.41554280, -0.00697322
  0.16018053,  0.14564436,  0.14751155,  0.14973667,  0.16484399,  0.13559787,  0.13949702,  0.14902517,  0.15115383,  0.00011336
  0.24875084,  0.21087099,  0.22032313,  0.22495098,  0.27887632,  0.18674632,  0.19685880,  0.24012527,  0.24237242, -0.00098481
  0.18994799,  0.16468341,  0.17607218,  0.19057129,  0.22310313,  0.16402063,  0.17911601,  0.18868765,  0.20510330, -0.00111856
  0.12581194,  0.11333673,  0.11618250,  0.13100254,  0.13267116,  0.10518231,  0.11737154,  0.12115055,  0.13958899,  0.00004428
  0.34596905,  0.27663497,  0.28589407,  0.29216547,  0.49780815,  0.23964695,  0.25259127,  0.36920478,  0.37042621, -0.00640596
  0.14935940,  0.13143010,  0.15207143,  0.16057303,  0.17087527,  0.13367778,  0.14783570,  0.16318796,  0.18564989, -0.00014739
  0.16031694,  0.14147711,  0.16623985,  0.16641399,  0.17150211,  0.14504671,  0.14612342,  0.17522568,  0.18211735, -0.00007166
  0.33099343,  0.25278250,  0.30184497,  0.33607605,  0.46224520,  0.23902047,  0.28888584,  0.32193646,  0.44640625, -0.00581943
  0.19285801,  0.18443375,  0.18946294,  0.21260528,  0.23043004,  0.17639428,  0.21052397,  0.21951107,  0.25297895, -0.00053416
  0.32153679,  0.29115811,  0.30034774,  0.33036959,  0.43204308,  0.27196720,  0.27943319,  0.41589484,  0.42907001, -0.00236075
  0.26553147,  0.21439591,  0.27085458,  0.27836583,  0.30203897,  0.22173873,  0.22515159,  0.31297563,  0.32978702,  0.00153921
  0.33880790,  0.25875665,  0.31140560,  0.31412234,  0.46760634,  0.24198538,  0.29870452,  0.33346116,  0.38870214, -0.00674656
  0.25633020,  0.21115850,  0.21405768,  0.27864669,  0.29979111,  0.18346278,  0.22473668,  0.24630766,  0.31037644, -0.00260867
  0.16430487,  0.14645888,  0.15045216,  0.16553523,  0.16848345,  0.13671757,  0.15023113,  0.15180766,  0.16556881, -0.00009850
  0.17745426,  0.16478602,  0.16574908,  0.16903447,  0.21294052,  0.15548489,  0.15680376,  0.19568124,  0.20018826, -0.00082519
  0.23624689,  0.19296355,  0.22043873,  0.25128640,  0.29845428,  0.18211098,  0.22363645,  0.23293322,  0.32031211, -0.00191368
  0.32789885,  0.29261164,  0.29923223,  0.30216309,  0.43395903,  0.28733378,  0.28743941,  0.35620591,  0.38184626, -0.00311462
  0.27715295,  0.22653094,  0.24694144,  0.29115447,  0.33927552,  0.20357142,  0.23352122,  0.28265060,  0.34667717, -0.00346453
  0.32439674,  0.25240619,  0.28169014,  0.29843967,  0.45448451,  0.22697632,  0.25457082,  0.32902216,  0.38056660, -0.00737779
  0.24628601,  0.20464796,  0.22126004,  0.22178181,  0.26847209,  0.18508175,  0.18787503,  0.22998107,  0.24111369, -0.00042038
  0.32995939,  0.27717423,  0.28503915,  0.32548089,  0.48161043,  0.23986815,  0.27144666,  0.36690892,  0.45280873, -0.00729552
  0.20262312,  0.17608418,  0.18308724,  0.18611781,  0.23567475,  0.16028975,  0.16261001,  0.20491203,  0.21467239, -0.00095818
  0.17073549,  0.14972727,  0.15226893,  0.19193011,  0.19735462,  0.13508125,  0.16733058,  0.16986474,  0.22421072, -0.00024243
  0.31974185,  0.26243013,  0.28606827,  0.32962396,  0.45671631,  0.23979987,  0.31993816,  0.35043736,  0.46277464, -0.00210631
  0.27213632,  0.22377808,  0.26858631,  0.29247642,  0.31170049,  0.22680870,  0.23228318,  0.29799811,  0.31602247, -0.00361376
  0.34143816,  0.25899348,  0.36772655,  0.38969552,  0.42366419,  0.28570261,  0.30862140,  0.37262878,  0.52492887,  0.00188545
  0.36162402,  0.30002982,  0.30032059,  0.37159830,  0.53820241,  0.27010653,  0.29618221,  0.41496634,  0.50972011, -0.00533095
  0.23112693,  0.20157645,  0.22038092,  0.25097208,  0.26569444,  0.19787980,  0.22228041,  0.23117202,  0.28176951, -0.00217999
  0.20929391,  0.19731965,  0.19899405,  0.20334949,  0.20527086,  0.19038401,  0.19064745,  0.19438998,  0.19486329, -0.00006932
  0.21290240,  0.19175922,  0.19397886,  0.19700734,  0.25497598,  0.17720109,  0.17911225,  0.21997743,  0.23071505, -0.00165572
  0.16828792,  0.14908362,  0.15619033,  0.16794368,  0.19982304,  0.14098371,  0.15387056,  0.17366215,  0.19787823, -0.00071667
  0.36737409,  0.28048091,  0.34077530,  0.34297905,  0.55150232,  0.25978932,  0.33097886,  0.38227571,  0.45564833, -0.00622556
  0.17919968,  0.15685507,  0.16011605,  0.19862433,  0.20623115,  0.14109636,  0.17488265,  0.17571138,  0.22688573, -0.00078510
  0.17202253,  0.14839131,  0.15675387,  0.18603886,  0.19435069,  0.13757957,  0.16492446,  0.17149429,  0.21239752,  0.00024608
  0.14079718,  0.12698600,  0.13259812,  0.14180175,  0.15688925,  0.12123912,  0.12806165,  0.14832469,  0.15754753,  0.00008258
  0.15513181,  0.14018602,  0.15101502,  0.17188170,  0.18082238,  0.13833455,  0.15998669,  0.16597973,  0.20258568, -0.00006534
  0.17540404,  0.15191429,  0.15597283,  0.16972647,  0.17098691,  0.13775372,  0.14916768,  0.14946631,  0.16687423,  0.00067009
  0.25274213,  0.20964317,  0.28399353,  0.29001109,  0.29505584,  0.23426210,  0.23645816,  0.32411885,  0.35232022, -0.00007451
  0.16510420,  0.14321284,  0.14870368,  0.16719182,  0.17168705,  0.13058369,  0.14765572,  0.14911677,  0.17753617,  0.00040316
  0.35193163,  0.26945368,  0.31823094,  0.34330827,  0.50785628,  0.26438191,  0.33698888,  0.35265532,  0.41536346, -0.00534801
  0.25650641,  0.20944623,  0.28276465,  0.29620432,  0.30431710,  0.22333842,  0.24497957,  0.31108447,  0.38220310,  0.00045498
  0.19461587,  0.16916939,  0.17433618,  0.18536678,  0.22330720,  0.15508947,  0.16381538,  0.18934843,  0.20832700, -0.00090430
  0.34908961,  0.30088019,  0.30653944,  0.31780163,  0.51630144,  0.26249613,  0.28939230,  0.40651084,  0.41690917, -0.00776671
  0.36346098,  0.27899785,  0.31222417,  0.31377264,  0.55622550,  0.25036955,  0.27506389,  0.37621381,  0.43848264, -0.00583498
  0.37011403,  0.27651227,  0.31828898,  0.35097005,  0.54959157,  0.25343108,  0.29287131,  0.36761976,  0.46182593, -0.00634666
  0.13088524,  0.12094639,  0.12233342,  0.12352299,  0.14063960,  0.11406068,  0.11492500,  0.12815901,  0.13257657, -0.00013059
  0.27681400,  0.22102862,  0.23484531,  0.26976435,  0.30108194,  0.19226469,  0.23624689,  0.23907991,  0.28195987, -0.00027467
  0.18073610,  0.15777641,  0.16777108,  0.16969029,  0.21705049,  0.14665720,  0.15999570,  0.18387541,  0.20256824, -0.00084704
  0.11659431,  0.10732531,  0.10775449,  0.12414528,  0.12881925,  0.09939906,  0.11383270,  0.11710685,  0.13742775, -0.00016436
  0.37172662,  0.28862703,  0.31862487,  0.32454709,  0.57640941,  0.26511121,  0.28566882,  0.39812848,  0.45354395, -0.00535816
  0.15467021,  0.13805704,  0.14769373,  0.17269508,  0.18089898,  0.13285322,  0.15803923,  0.16268575,  0.20473457, -0.00012970
  0.15921407,  0.14049863,  0.15970591,  0.16648132,  0.16978589,  0.14123462,  0.14493911,  0.16673617,  0.17701722, -0.00055937
  0.33893434,  0.27270947,  0.28163429,  0.28861503,  0.48644095,  0.23580051,  0.25086303,  0.34908534,  0.38524853, -0.00579562
  0.21263268,  0.19284904,  0.19810371,  0.21608909,  0.25506469,  0.17658862,  0.19731696,  0.23206104,  0.25159802, -0.00183729
  0.30072773,  0.27356840,  0.28704602,  0.29916393,  0.36047337,  0.25681411,  0.26422041,  0.35311009,  0.36743362,  0.00061510
  0.26844016,  0.21500803,  0.26516055,  0.28073832,  0.28914537,  0.21245121,  0.22746902,  0.28476975,  0.29191012, -0.00089992
  0.32986056,  0.25253169,  0.29426409,  0.31960461,  0.45864806,  0.23363847,  0.29448723,  0.32508506,  0.40473884, -0.00635970
  0.22762218,  0.19132143,  0.19267968,  0.24018208,  0.26065540,  0.16715445,  0.19817838,  0.21647200,  0.26295217, -0.00186029
  0.15371070,  0.13569821,  0.13797502,  0.15283965,  0.16104961,  0.12383295,  0.13510098,  0.14477814,  0.15663709, -0.00008213
  0.18241797,  0.16397386,  0.16886304,  0.17762857,  0.21812392,  0.16125173,  0.16217086,  0.19250712,  0.19969311, -0.00119452
  0.22578022,  0.18572575,  0.20238396,  0.23639539,  0.28567462,  0.16970276,  0.20442206,  0.22436586,  0.29523328, -0.00217623
  0.37467118,  0.31281017,  0.32547570,  0.33443876,  0.57883803,  0.29645546,  0.30575897,  0.43285996,  0.44636640, -0.00464604
  0.22739138,  0.18980115,  0.19532890,  0.24001185,  0.26002899,  0.16597265,  0.19797166,  0.21472978,  0.26888132, -0.00140092
  0.35951463,  0.29033231,  0.29391303,  0.29671504,  0.53205781,  0.24728169,  0.24941923,  0.38690871,  0.39154023, -0.00678544
  0.22950213,  0.19702376,  0.20264184,  0.21742264,  0.26835026,  0.17437673,  0.18947892,  0.22977704,  0.24427183, -0.00170403
  0.31604134,  0.26727556,  0.27160879,  0.31282700,  0.44771074,  0.23036034,  0.26080250,  0.34688365,  0.42368698, -0.00677638
  0.18266889,  0.16194020,  0.16328647,  0.18007411,  0.21379138,  0.14603271,  0.15814907,  0.18589095,  0.20775478, -0.00096796
  0.17270411,  0.15189187,  0.15715929,  0.19372678,  0.20431706,  0.13974033,  0.17217622,  0.17582733,  0.23221053, -0.00027272
  0.30365832,  0.24855867,  0.28907775,  0.31608709,  0.39742042,  0.25797198,  0.30916813,  0.32497519,  0.34687523, -0.00466502
  0.31275362,  0.25326439,  0.32090871,  0.32519342,  0.34952007,  0.25547972,  0.27059264,  0.33484538,  0.34696922, -0.00425721
  0.25096017,  0.20463038,  0.26098901,  0.28449761,  0.31107392,  0.20937094,  0.24589327,  0.27886006,  0.37995913, -0.00002596
  0.37344116,  0.29323372,  0.30494889,  0.31969769,  0.57880888,  0.25966668,  0.27121792,  0.40675622,  0.41588394, -0.00550920
  0.19650539,  0.18131331,  0.18298148,  0.21434909,  0.23228253,  0.17411511,  0.19511575,  0.21303325,  0.24981819, -0.00076320
  0.15042238,  0.13927441,  0.14739069,  0.15699050,  0.16573655,  0.13881742,  0.15190098,  0.15372594,  0.17039436, -0.00030761
  0.16525992,  0.15860572,  0.15913018,  0.17319529,  0.19344062,  0.15279397,  0.16231479,  0.18275886,  0.20509640, -0.00049505
  0.17187789,  0.15115574,  0.15303245,  0.16599596,  0.19810371,  0.13742359,  0.14790003,  0.17203425,  0.19072479, -0.00025055
  0.29700797,  0.25484265,  0.29763880,  0.32450264,  0.38811333,  0.24410803,  0.32011022,  0.32922710,  0.41143205, -0.00435871
  0.15519065,  0.13703402,  0.14023784,  0.17023430,  0.17681787,  0.12553377,  0.15342965,  0.15387075,  0.19694926,  0.00017312
  0.15308265,  0.13491235,  0.13970596,  0.16683127,  0.16821316,  0.12488891,  0.14618853,  0.15282430,  0.18374780,  0.00000274
  0.12008116,  0.10913123,  0.11083818,  0.12635158,  0.12960841,  0.10181479,  0.11441603,  0.11964350,  0.13634535,  0.00002607
  0.14128113,  0.12664459,  0.14168727,  0.15047652,  0.16155068,  0.12753462,  0.14231895,  0.14906889,  0.17397937, -0.00022951
  0.15692478,  0.13748670,  0.14111125,  0.15264684,  0.16284701,  0.12569075,  0.13617887,  0.14243409,  0.15783673,  0.00013184
  0.23752698,  0.19639278,  0.26501249,  0.26591890,  0.27394791,  0.21825012,  0.21917073,  0.29564325,  0.31487980, -0.00036352
  0.14049587,  0.12482906,  0.12588819,  0.14576919,  0.14739278,  0.11294685,  0.12974918,  0.13002922,  0.15535069,  0.00023646
  0.37010896,  0.28410810,  0.33359665,  0.36456315,  0.51879679,  0.27620410,  0.36841979,  0.37821855,  0.41535277, -0.00237837
  0.26657283,  0.21812030,  0.27865966,  0.31662533,  0.33093362,  0.22184513,  0.26483402,  0.31578914,  0.43241448,  0.00168636
  0.22858115,  0.19379736,  0.20354109,  0.20899568,  0.26114379,  0.17809785,  0.18352022,  0.21479366,  0.23566953, -0.00081157
  0.33956688,  0.28733263,  0.29233894,  0.29888459,  0.48209708,  0.24962506,  0.26050764,  0.36879031,  0.39033332, -0.00704526
  0.36215718,  0.28124419,  0.31156734,  0.31575135,  0.55301812,  0.26105925,  0.27537657,  0.38056935,  0.43762106, -0.00585693
  0.36074294,  0.26898539,  0.29955026,  0.34438974,  0.53789873,  0.23660771,  0.27768352,  0.35865111,  0.47067816, -0.00571123
  0.14207110,  0.12838366,  0.13357125,  0.13584625,  0.15482565,  0.12214739,  0.12647644,  0.13790794,  0.14746150, -0.00024934
  0.23591666,  0.19945779,  0.19953405,  0.21519612,  0.26445589,  0.17129441,  0.18840680,  0.21692228,  0.23930979, -0.00011382
  0.19605771,  0.16843492,  0.18364056,  0.19539264,  0.23767190,  0.16846838,  0.18147236,  0.19783216,  0.22058455, -0.00167601
  0.12926480,  0.11851695,  0.11972194,  0.14002033,  0.14422449,  0.10984469,  0.12880782,  0.13029386,  0.15649222, -0.00021523
  0.32424833,  0.26019970,  0.28165547,  0.29549867,  0.46925599,  0.24699719,  0.26312147,  0.34294270,  0.37870912, -0.00713869
  0.17025525,  0.15292451,  0.16675146,  0.18962364,  0.19901139,  0.15000987,  0.17427475,  0.18100475,  0.22624839, -0.00032708
  0.18248055,  0.15786523,  0.17207703,  0.19517481,  0.19768175,  0.15005394,  0.16759542,  0.17870597,  0.21161285, -0.00064390
  0.36213344,  0.27941679,  0.31343492,  0.31693059,  0.54238994,  0.26126762,  0.27175220,  0.37789424,  0.41693455, -0.00687553
  0.21875295,  0.19002206,  0.19430998,  0.22902429,  0.26075463,  0.16916867,  0.20007443,  0.22133756,  0.26391380, -0.00206848
  0.22903694,  0.21965504,  0.22189264,  0.22938316,  0.24478504,  0.20586857,  0.21755277,  0.23336923,  0.25750200,  0.00006513
  0.24356869,  0.20794967,  0.22127144,  0.24051736,  0.27210907,  0.18877538,  0.22492310,  0.22711205,  0.25881217, -0.00093696
  0.34526917,  0.26207841,  0.30445951,  0.32328112,  0.51007136,  0.23948608,  0.28410810,  0.34959693,  0.43319279, -0.00764957
  0.21242102,  0.18521283,  0.18999361,  0.20407526,  0.25070926,  0.16675424,  0.17695206,  0.22133594,  0.23121093, -0.00158203
