f1,f2,f3,resp
  0.98951999,  1.05541677,  0.63135817,  1.50309791
  1.00829931,  1.05378409,  0.62358291,  1.14640975
  0.99978904,  1.05860994,  0.64178921,  1.00736988
  1.01056036,  1.02590303,  0.63927910,  0.44665670
  1.01586270,  1.04709520,  0.67772258,  0.98129086
  1.00660129,  1.03740897,  0.65094208,  0.54693446
  0.97240131,  1.05914925,  0.63970850,  2.45787149
  1.02187737,  1.03020138,  0.67476930,  0.82176677
  1.03743049,  1.05051065,  0.67423382,  0.41091291
  1.04045497,  1.06784215,  0.64482390,  0.66083939
  0.98771383,  1.04755370,  0.61855122,  1.82329285
  1.01841705,  1.03749830,  0.64172619,  0.20766576
  1.00980419,  1.06515784,  0.64266609,  0.87090481
  0.98738127,  1.02473610,  0.63446100,  1.37135095
  1.01573784,  1.03059953,  0.61854854,  0.89784396
  1.02899608,  1.05303617,  0.65143567,  0.16525525
  0.97734036,  1.01638205,  0.62327664,  2.12241271
  1.02254612,  1.03034787,  0.62827528,  0.42074868
  1.04609404,  1.08152421,  0.65495519,  1.10762197
  1.03650681,  1.04369426,  0.63100122,  0.44429288
  0.97494394,  1.02308803,  0.62807285,  2.11680090
  1.02468255,  1.02834954,  0.62300017,  0.61769570
  1.00481003,  1.05902587,  0.64970461,  0.81579383
  1.01085456,  1.01797852,  0.64482557,  0.58168083
  0.99627195,  0.99788946,  0.67279448,  2.93321320
  1.03448989,  1.04130655,  0.66212668,  0.11207970
  0.98332091,  0.98829562,  0.63314902,  2.75602317
  1.00878348,  1.01427696,  0.66608628,  1.29992223
  1.04575601,  1.08250062,  0.66900864,  1.11003029
  1.03409408,  1.05503372,  0.66549141,  0.26911018
  0.96413235,  1.02296244,  0.62704298,  2.85232170
  0.99688275,  1.03334287,  0.64213868,  0.86605868
  1.02473821,  1.04321084,  0.64355448,  0.13020831
  0.98770895,  1.04888540,  0.63652225,  1.38055720
  1.00550918,  1.00878348,  0.61599568,  1.32948098
  1.02115840,  1.03086832,  0.66039163,  0.34731004
  0.96551285,  1.01851767,  0.60929875,  3.16609139
  1.01015305,  1.04319560,  0.63402374,  0.52963805
  1.05129588,  1.05538892,  0.64140185,  0.52947270
  1.03783425,  1.04660862,  0.63834989,  0.24330532
  0.95649296,  1.01642027,  0.63575539,  3.64022960
  1.00068647,  1.03312402,  0.60100163,  2.37627191
  1.01765012,  1.03842483,  0.63768475,  0.27218391
  0.98941328,  1.08966766,  0.65204861,  2.68953507
  0.99788349,  1.01629734,  0.67798862,  2.32252508
  1.01123686,  1.04180992,  0.64456289,  0.37169906
  0.94860100,  1.05683556,  0.63754896,  4.29309460
  1.00989801,  1.04899213,  0.67856830,  1.24150121
  1.02256912,  1.05182334,  0.65128378,  0.22687381
  1.03681954,  1.03753167,  0.65035025, -0.00119829
  0.96698706,  1.02876319,  0.61102883,  2.96794714
  1.00721569,  1.04600213,  0.65278285,  0.56595451
  1.03275165,  1.03282632,  0.65769267,  0.09172224
  0.99499418,  1.08840220,  0.63644609,  2.57136522
  1.01337349,  1.04354178,  0.62324362,  0.84271221
  1.00677661,  1.04590367,  0.63780757,  0.58300292
  0.94296211,  1.07696765,  0.64800079,  5.59969918
  1.00458997,  1.04642025,  0.65030161,  0.63593726
  0.99757191,  1.04685295,  0.63409490,  0.95484016
  1.02778303,  1.04576476,  0.63210925,  0.40364554
  0.95401914,  1.03223249,  0.62762898,  3.56950877
  1.03293727,  1.04265828,  0.63298110,  0.32938079
  1.03603431,  1.04706012,  0.62479538,  0.82052525
  1.00035513,  1.03398823,  0.64412736,  0.72963578
  1.00076058,  1.04195538,  0.67999132,  1.74568517
  1.00107616,  1.03769640,  0.66111594,  0.98584419
  0.94027116,  1.09366832,  0.63954853,  6.61064385
  1.01475865,  1.04642025,  0.65461477,  0.35869707
  0.99660060,  1.03176708,  0.63911118,  0.88015190
  1.02668140,  1.04646186,  0.66177921,  0.21122260
  0.96879417,  1.04016168,  0.61912336,  2.64610606
  1.03538855,  1.03847336,  0.66633306,  0.20237197
  1.04430462,  1.04737267,  0.65634025,  0.07106571
  0.98277490,  1.03189590,  0.61569985,  1.94827350
  1.00925079,  1.06273765,  0.62624466,  1.29997092
  1.00929052,  1.02437920,  0.62286203,  0.80162160
  0.94526267,  1.07814852,  0.64810074,  5.41801355
  1.02413686,  1.03006343,  0.63855656,  0.16789694
  1.01708810,  1.01924643,  0.65877759,  0.62753893
  1.02427847,  1.04398518,  0.63502224,  0.29995539
  0.98339344,  1.03769963,  0.63860304,  1.51346957
  1.04153105,  1.04877210,  0.64192969,  0.21656747
  1.03625977,  1.04018765,  0.63858143,  0.14946637
  0.96751753,  1.06392939,  0.62133258,  3.22440630
  1.02695764,  1.03147547,  0.66548875,  0.35537058
  1.00907054,  1.01998144,  0.66743733,  1.16964578
  0.96292081,  1.05574547,  0.62816043,  3.11502276
  1.02881717,  1.04071918,  0.64416968,  0.06989415
  1.00329784,  1.05216088,  0.65226339,  0.76552546
  1.02424910,  1.02805670,  0.64074839,  0.15518241
  1.01583277,  1.05038045,  0.63089890,  0.63140138
  1.03156379,  1.05488348,  0.65501611,  0.17735312
  1.02984703,  1.03477464,  0.68091921,  0.83841258
  0.99015097,  1.06103948,  0.63106692,  1.64134498
  1.01087193,  1.04168511,  0.61754851,  1.14364362
  1.01082901,  1.04456097,  0.63505248,  0.50903536
  0.98171651,  1.03678406,  0.65961929,  2.02037805
  1.02700404,  1.04705902,  0.66088219,  0.19370305
  0.98963946,  1.06253892,  0.66076079,  1.75058865
  1.02203925,  1.02278457,  0.62237591,  0.66385426
  1.02187528,  1.04532421,  0.66238589,  0.31002452
  1.03177453,  1.04619801,  0.64145122,  0.14852473
  1.02286931,  1.04352327,  0.64264750,  0.16471553
  1.04245068,  1.05582127,  0.63862792,  0.48063606
  0.99104688,  1.05468989,  0.65614086,  1.42563061
  1.00116937,  1.05065966,  0.66571868,  1.12977342
  0.99934443,  1.03871822,  0.63782344,  0.77082327
  1.04718402,  1.05957121,  0.65424174,  0.30937963
  0.99155788,  1.06032395,  0.62978400,  1.59527835
  1.00175307,  1.02304825,  0.64367420,  0.78459628
  1.03208015,  1.04438315,  0.64553070,  0.06766417
  1.02956711,  1.04180015,  0.66608273,  0.25250153
  1.01754968,  1.03660136,  0.66942201,  0.64866245
  1.05453418,  1.09190332,  0.65890347,  1.75731222
  1.01106919,  1.05152361,  0.61299375,  1.70274498
  1.01932955,  1.06332075,  0.63602550,  0.78316254
  1.00846404,  1.02404562,  0.66215343,  0.89903679
  1.03934222,  1.05083520,  0.69294211,  1.18128356
  1.01114177,  1.03614703,  0.64165907,  0.36731653
  1.00175006,  1.00699661,  0.61016126,  1.71737598
  1.03348064,  1.05716403,  0.66222578,  0.25766047
  1.04318472,  1.04571555,  0.63746320,  0.31035271
  1.00919987,  1.04707218,  0.63303039,  0.62893608
  1.03650143,  1.09101462,  0.66554456,  1.51068098
  1.03065158,  1.03898479,  0.66973091,  0.34929278
  1.03413258,  1.04014004,  0.68167255,  0.74020504
  1.00098397,  1.06247795,  0.63639141,  1.15374539
  1.03562766,  1.06307772,  0.65020647,  0.37677962
  1.01557279,  1.01957690,  0.61529109,  1.07038929
  0.99790241,  1.02119281,  0.63807862,  0.93980285
  1.03621037,  1.04339261,  0.64229335,  0.10184584
  1.02532449,  1.03759196,  0.66624427,  0.34728463
  0.99714816,  1.03660028,  0.65388539,  0.98879524
  1.03142760,  1.05488014,  0.64748555,  0.20920039
  1.02241439,  1.10891669,  0.65107091,  2.98496857
  1.02831676,  1.02845424,  0.62846007,  0.39066677
  0.99115788,  1.05986881,  0.66560303,  1.75225739
  1.01703017,  1.05026131,  0.67316858,  0.77139311
  1.01848447,  1.02525511,  0.63007526,  0.42381029
  1.00636425,  1.04926289,  0.62944348,  0.83924572
  1.03419889,  1.04452497,  0.66047057,  0.09306900
  0.99211369,  1.02946536,  0.61708930,  1.50186090
  1.00234046,  1.03845718,  0.62310654,  0.99829892
  1.00795884,  1.01991902,  0.64699667,  0.65440849
  1.02344194,  1.11669334,  0.68370458,  3.71354888
  1.02420818,  1.02911892,  0.66799910,  0.52445376
  0.97719902,  1.09605137,  0.63484607,  3.94292732
  1.02367138,  1.05836121,  0.63107688,  0.76750168
  1.01925162,  1.03587762,  0.63576752,  0.27026028
  1.01744511,  1.05727357,  0.66375103,  0.56314446
  1.03234438,  1.03872901,  0.64226860,  0.06616643
  0.98228450,  1.03020775,  0.66016274,  2.07669404
  0.99803786,  1.02529611,  0.63763717,  0.87637355
  0.99132983,  1.03152229,  0.63177340,  1.15144551
  1.02403198,  1.09452420,  0.66890124,  1.87860645
  1.03343471,  1.04520512,  0.64968055,  0.04179241
  0.98018363,  1.09402966,  0.65780515,  3.51967495
  1.01059508,  1.04138896,  0.67703844,  1.16066725
  1.03310268,  1.03845934,  0.64690083,  0.01812968
  1.04385114,  1.04797416,  0.63606393,  0.40901683
  1.03366652,  1.04840265,  0.65176557,  0.06852172
  0.98229125,  1.04210739,  0.61520252,  2.10120698
  1.00273546,  1.02189408,  0.61525172,  1.27362358
  0.98285894,  1.02846165,  0.63939764,  1.58967733
  1.01697949,  1.05475219,  0.65576050,  0.41056389
  1.02372587,  1.05132241,  0.64385406,  0.24432747
  0.98937902,  1.08336728,  0.63874744,  2.45571173
  1.00670263,  1.04229204,  0.62337960,  0.93235061
  1.03744125,  1.05303284,  0.64448313,  0.21503071
  1.02781472,  1.05168396,  0.66266330,  0.25101565
  1.00972160,  1.06774865,  0.63562770,  1.12051741
  0.97320665,  1.04658343,  0.64572870,  2.25127739
  0.99347486,  1.03478963,  0.63337841,  1.03713326
  1.00301607,  1.01821381,  0.63957757,  0.80142808
  1.01035615,  1.02865313,  0.66798973,  0.94489533
  1.01837349,  1.06013286,  0.66801695,  0.68706124
  1.01207199,  1.07760014,  0.65831398,  1.21942412
  1.01374948,  1.03352336,  0.68901890,  1.76144606
  1.02952471,  1.06414450,  0.65605089,  0.40701915
  1.01137698,  1.04293557,  0.61894095,  1.08063475
  1.00770999,  1.04655824,  0.62806535,  0.80171071
  0.98253254,  1.06314666,  0.64187777,  1.93698763
  1.00456575,  1.05734958,  0.63065819,  1.04505066
  1.01619820,  1.03576926,  0.63345063,  0.36501358
  0.98572862,  1.02945370,  0.62055450,  1.63687222
  1.02870181,  1.06628451,  0.65449481,  0.47798477
  1.02456812,  1.05637560,  0.63761603,  0.47357571
  1.02934561,  1.03597850,  0.62682249,  0.48677260
  1.01386357,  1.05691375,  0.63889885,  0.60175835
  1.01375154,  1.02891773,  0.64784546,  0.34917795
  0.99039417,  1.02558738,  0.61122789,  1.83230884
  1.00179622,  1.05607438,  0.66479726,  1.13003151
  1.00340052,  1.07174818,  0.65672128,  1.27921387
  1.01079019,  1.06972923,  0.64715201,  0.95319998
  0.96478813,  1.03342937,  0.64551070,  2.87623739
  1.02096136,  1.05346881,  0.66126283,  0.37441159
  1.03029373,  1.05998340,  0.66787597,  0.43916977
  1.02993082,  1.03956480,  0.67605664,  0.57842788
  1.02184918,  1.03075994,  0.63993079,  0.17683304
  1.00798526,  1.03705716,  0.61589173,  1.20806903
  0.97556312,  1.01852493,  0.62537562,  2.16583633
  1.02630207,  1.02975158,  0.63371396,  0.24046421
  1.02300116,  1.06930943,  0.65971808,  0.66854100
  1.01103443,  1.07328267,  0.65012320,  1.06230735
  0.98724480,  1.05058349,  0.61775566,  1.95137013
  1.01699087,  1.03499097,  0.61614446,  1.06572382
  1.03545823,  1.09099082,  0.65755428,  1.53429810
  1.02261304,  1.05250528,  0.63660126,  0.42288202
  1.01819411,  1.02493041,  0.63260390,  0.37365306
  0.99120209,  1.03933790,  0.66997500,  1.81401444
  0.97089547,  1.02445266,  0.65045304,  2.65323983
  1.02225135,  1.07102961,  0.67173152,  0.94529568
  1.02571572,  1.05249974,  0.66502892,  0.34050910
  1.02034361,  1.06649603,  0.65776362,  0.61867982
  1.04202703,  1.06022615,  0.65901506,  0.27549465
  1.03162658,  1.03341976,  0.65104845,  0.03171681
  1.03173833,  1.09249500,  0.66471948,  1.61982193
  1.01337862,  1.03770501,  0.68210963,  1.33128965
  1.01566356,  1.02043836,  0.63937188,  0.39736035
  0.99777297,  1.03876678,  0.61246063,  1.65261103
  0.95636764,  1.03449310,  0.61135793,  3.68647902
  0.99152543,  1.10952080,  0.65987741,  3.93381012
  1.01735609,  1.01972141,  0.62517622,  0.62498083
  1.03088532,  1.04158204,  0.65431452,  0.04491559
  1.02680579,  1.10849506,  0.64549070,  3.08806617
  1.01891929,  1.02683742,  0.62120097,  0.72786269
  1.04458607,  1.05868279,  0.64868512,  0.32528253
  1.01072071,  1.04651443,  0.63887884,  0.47136104
  1.01348338,  1.03475001,  0.65296400,  0.36636969
  1.00770390,  1.02625889,  0.67182765,  1.25649309
  0.95829684,  1.06285513,  0.63390920,  3.60120324
  0.97717992,  1.09316379,  0.66403973,  3.79567550
  1.00070550,  1.03269406,  0.62458621,  0.95360409
  0.99002451,  1.07146225,  0.65349995,  1.84591844
  1.03253518,  1.08954656,  0.69736709,  2.38072252
  1.01552948,  1.03500704,  0.65617573,  0.36000166
  1.02534236,  1.04296168,  0.65476179,  0.11935805
  1.00756175,  1.04198360,  0.68097996,  1.47258472
  1.00828813,  1.05295522,  0.65140299,  0.59235306
  1.03828251,  1.04177736,  0.63503837,  0.27997450
  0.95037972,  1.05155457,  0.62253515,  4.08646003
  0.97768340,  1.07165860,  0.64912261,  2.52979387
  1.00715686,  1.02791298,  0.63731532,  0.53431105
  0.97408543,  1.07355459,  0.64336526,  2.80534832
  1.02854416,  1.04609185,  0.63061126,  0.46609586
  1.02407603,  1.04621334,  0.62128703,  0.93250423
  1.00946576,  1.05165078,  0.63483398,  0.66409359
  1.00951468,  1.05250306,  0.63776161,  0.61957327
  0.99002843,  1.07271621,  0.63922025,  1.91010207
  1.04891181,  1.05610561,  0.67069666,  0.36716606
  0.96472763,  1.04003295,  0.65609910,  3.14719458
  0.98106832,  1.04242894,  0.63104780,  1.70417940
  1.01365700,  1.02899714,  0.66532670,  0.72657698
  0.99469133,  1.05594614,  0.65526720,  1.24122629
  0.99916370,  1.02450304,  0.66136123,  1.26200669
  1.01804692,  1.04053508,  0.64350975,  0.21281729
  1.00138893,  1.04143885,  0.65186839,  0.75637569
  1.02267056,  1.03918561,  0.64441294,  0.12567945
  0.99928451,  1.07066381,  0.63889191,  1.45615653
  1.04227357,  1.07794281,  0.65083320,  0.96755945
  0.97210638,  1.04198469,  0.61571691,  2.59053198
  0.99385697,  1.01252698,  0.64467217,  1.38215421
  1.02691440,  1.03766840,  0.64150060,  0.09988425
  1.01622815,  1.03119361,  0.64920605,  0.27650575
  0.98300000,  1.02055812,  0.59163301,  3.52619822
  1.01724640,  1.03034893,  0.64500108,  0.23893572
  1.01892448,  1.02423021,  0.63671840,  0.30452334
  1.02020829,  1.03286579,  0.67004503,  0.63795012
  1.01666207,  1.04071160,  0.63920554,  0.28106994
  1.04610608,  1.05415067,  0.68856771,  0.93195378
  0.97321707,  1.01939813,  0.61033405,  2.66558651
  0.98689405,  1.00821595,  0.61264674,  2.07189585
  1.01096493,  1.03918669,  0.65590760,  0.47267881
  0.98154788,  1.06080536,  0.66782958,  2.44557144
  0.98608535,  1.01330161,  0.66458474,  2.43726560
  1.02263082,  1.02264023,  0.64312238,  0.22735768
  1.00077360,  1.02320737,  0.67218621,  1.66138505
  1.02460171,  1.04437115,  0.66217930,  0.24751747
  1.01063593,  1.01721535,  0.64710218,  0.63024714
  1.03136484,  1.04909007,  0.62122798,  1.04571532
  0.97539374,  1.01072787,  0.59445469,  3.56441590
  0.97892377,  1.02402779,  0.65842624,  2.35202986
  0.99604272,  1.03477999,  0.64049764,  0.89318225
  0.98462120,  1.06731787,  0.63826189,  1.98021402
  1.02335396,  1.03223888,  0.61259195,  1.26411374
  1.01426873,  1.03043068,  0.63674881,  0.34520920
  0.99548746,  1.04497357,  0.63193909,  1.04654596
  1.04205635,  1.04262132,  0.66764856,  0.19039684
  0.99966012,  1.01594526,  0.63731817,  0.96939467
  0.99141730,  1.04220840,  0.67948215,  2.24250180
  0.97753240,  1.01880303,  0.62130440,  2.10683630
  0.98550130,  1.03715397,  0.61820171,  1.76529263
  0.98373396,  1.02684480,  0.64884127,  1.69915074
  0.98072195,  1.05916944,  0.66693967,  2.44143803
  1.01974637,  1.05332456,  0.68879964,  1.39945564
  1.00836438,  1.03833858,  0.61809014,  1.09632650
  0.98748560,  1.06278509,  0.66784118,  2.09868289
  1.02313827,  1.06124329,  0.66775377,  0.58594889
  1.00103206,  1.01829883,  0.63959843,  0.87337462
  0.97655010,  1.03183521,  0.58536939,  4.58822275
  0.98094707,  1.04131197,  0.62145190,  1.90802922
  0.97966509,  1.04944348,  0.67672139,  2.87083485
  0.99927253,  1.02902361,  0.63328615,  0.82322278
  0.99645759,  1.06781820,  0.64229417,  1.40824861
  1.03376483,  1.08853016,  0.63329658,  2.18617170
  1.00245300,  1.04208459,  0.65272447,  0.72707246
  0.99801296,  1.06253214,  0.65033544,  1.16883140
  1.01339197,  1.06066697,  0.66788132,  0.84168818
  1.01956754,  1.03432404,  0.63484486,  0.28016978
  0.98474822,  1.01066453,  0.65712737,  2.30153070
  0.97381793,  1.06142915,  0.64900634,  2.48666091
  1.00926913,  1.05878927,  0.63826026,  0.76701755
  1.00971548,  1.01053993,  0.65275089,  0.95496227
  1.01862661,  1.03199281,  0.65356487,  0.26281821
  1.02902785,  1.07895001,  0.71009010,  2.81124785
  1.01290235,  1.02941661,  0.64326966,  0.34609336
  0.98317976,  1.04263110,  0.65910888,  1.88420747
  1.01226870,  1.03952805,  0.65984301,  0.51150022
  1.03196512,  1.07130384,  0.65474936,  0.62264386
  1.00130269,  1.02995204,  0.61560548,  1.29369176
  0.98566547,  1.03976801,  0.61201982,  2.08535554
  1.03425130,  1.03488815,  0.64495990,  0.02591135
  0.99754604,  1.02730684,  0.62427155,  1.06474196
  1.02135552,  1.04914841,  0.65318237,  0.22004306
  1.04057190,  1.06600944,  0.63245786,  1.08008838
  1.01586889,  1.02123662,  0.64212672,  0.37593744
  0.99100367,  1.02976219,  0.63312016,  1.16018859
  0.99535468,  1.02345765,  0.65464563,  1.26133915
  1.04808949,  1.07997542,  0.65980992,  1.00252388
  1.01494095,  1.03857259,  0.65211834,  0.30254587
  0.97729929,  1.01232198,  0.63684938,  2.20605740
  1.00737093,  1.05158774,  0.64639110,  0.58452840
  1.00240979,  1.02378142,  0.63580794,  0.73713168
  1.00248516,  1.04996687,  0.67277592,  1.31966454
  1.01028062,  1.04329464,  0.68042764,  1.32238956
  1.00504836,  1.02749579,  0.65116334,  0.68885070
  0.99890121,  1.00586520,  0.62483520,  1.33956053
  0.98891232,  1.02927887,  0.65259753,  1.45112410
  1.05171493,  1.05439075,  0.66927013,  0.34014464
  1.02774817,  1.04427736,  0.63253427,  0.36441468
  0.98855647,  1.00629741,  0.58466334,  4.11256641
  0.98685022,  1.04541929,  0.63288656,  1.41412040
  1.01403115,  1.04627135,  0.62706894,  0.71658698
  1.01664140,  1.04936529,  0.64618101,  0.30960108
  0.97550412,  1.03139462,  0.60094818,  3.10482373
  0.99930249,  1.02981839,  0.62757738,  0.91569326
  1.00437203,  1.00766937,  0.61172630,  1.56699665
  0.98353852,  1.01731366,  0.65107812,  1.96725038
  1.01779617,  1.06410374,  0.64091718,  0.70093044
  1.03925257,  1.04570461,  0.66177483,  0.09343804
  0.98851250,  1.00419855,  0.66337720,  2.59217724
  0.99152445,  1.04369426,  0.63474130,  1.15421006
  1.03381292,  1.06628565,  0.68865354,  1.20763611
  1.02335920,  1.05537890,  0.66391276,  0.39886273
  0.96737527,  0.99890919,  0.66562917,  4.49839760
  0.99976506,  1.01449305,  0.65213450,  1.20840964
  1.01245830,  1.02567153,  0.64386650,  0.39790509
  0.98674505,  1.00241381,  0.63348995,  1.94317418
  0.99489123,  1.05524414,  0.65507147,  1.21685673
  1.03924933,  1.04662067,  0.64821543,  0.06620126
  0.98633142,  1.03305572,  0.58730286,  4.12396242
  1.00626501,  1.02366299,  0.63295706,  0.64200741
  1.04947872,  1.06700128,  0.65000065,  0.62360809
  1.04340568,  1.06085938,  0.64712395,  0.40115810
  0.99710341,  1.00988781,  0.59531251,  2.82513682
  1.01373099,  1.02361898,  0.63045660,  0.50496967
  1.00409571,  1.06113856,  0.64651104,  0.89133198
  0.99947627,  1.00214359,  0.66536388,  2.17096967
  1.00650606,  1.05645260,  0.64561947,  0.70307652
  1.03974530,  1.04672255,  0.67237378,  0.32378843
  0.98997747,  1.03700339,  0.68338920,  2.60309138
  1.03731857,  1.04103229,  0.64102112,  0.10781910
  1.02639161,  1.05931755,  0.67388306,  0.65188961
  1.05959591,  1.06129848,  0.66965736,  0.58095229
  0.98840209,  1.05390736,  0.68370085,  2.65841320
  0.99417710,  1.02950457,  0.66138572,  1.42319901
  1.00471412,  1.07703724,  0.66671467,  1.58740713
  1.00651821,  1.01099048,  0.64499526,  0.90435342
  1.03276872,  1.03292233,  0.65733168,  0.08548612
  1.02947384,  1.04831693,  0.65199164,  0.09473723
  0.99613103,  1.06684988,  0.59508968,  4.42095985
  1.03709588,  1.06101922,  0.63923333,  0.56113166
  1.02156942,  1.05625174,  0.63482229,  0.57839858
  1.05550923,  1.05592161,  0.65173626,  0.38957001
  0.96709086,  1.08732527,  0.60153379,  5.87006413
  0.99854313,  1.02727307,  0.63095463,  0.89001384
  1.00765516,  1.07505843,  0.67314547,  1.57670773
  1.00451731,  1.01214268,  0.66557778,  1.53028656
  1.03204713,  1.06971893,  0.65595793,  0.56130711
  1.03050713,  1.03649929,  0.65810646,  0.09574005
  0.99829591,  1.06130636,  0.69918824,  3.05386555
  1.02469620,  1.05728810,  0.65788262,  0.31880017
  1.01370016,  1.04730356,  0.66856718,  0.70793143
  1.04384243,  1.04605793,  0.66235518,  0.10580643
  0.97135852,  1.06106763,  0.65957883,  2.90023082
  1.01226562,  1.03371140,  0.65170355,  0.39083388
  1.00864815,  1.05219409,  0.63842936,  0.62404471
  1.00155441,  1.01871377,  0.63443162,  0.84983255
  1.02576096,  1.06808622,  0.66680136,  0.67795771
  1.02721715,  1.03701630,  0.64254757,  0.08379918
  1.01254339,  1.03866751,  0.60630827,  1.89222170
  1.02602829,  1.03633387,  0.65379305,  0.09957087
  1.02050397,  1.04655166,  0.64218198,  0.23569558
  1.03061228,  1.05166958,  0.64345261,  0.20456116
  0.98559941,  1.03567378,  0.60209771,  2.68892915
  1.03457765,  1.03977990,  0.64657040,  0.02090647
  1.01690710,  1.02131588,  0.66393744,  0.73709303
  1.02614094,  1.02817191,  0.66231876,  0.33156333
  1.01288799,  1.04820045,  0.64571827,  0.38255923
  1.02465001,  1.04428936,  0.63375814,  0.33783591
  0.99744455,  1.00010501,  0.67969737,  3.15739311
  1.01477822,  1.02100514,  0.64071637,  0.40461642
  1.01744097,  1.03900530,  0.67494418,  0.84421961
  1.00057733,  1.03396791,  0.63927011,  0.71427348
  0.98777041,  1.01437162,  0.63789871,  1.55353006
  1.03854886,  1.06556643,  0.65221829,  0.43572932
  0.99682014,  1.05034845,  0.64516004,  0.95723906
  1.03301837,  1.04156793,  0.64612715,  0.03692288
  1.02129919,  1.02410539,  0.65445198,  0.32398672
  1.01407537,  1.06147422,  0.63662112,  0.78196557
  0.99858301,  1.02035923,  0.58350989,  4.20765969
  1.00097896,  1.02258795,  0.62460923,  0.97199343
  0.99490707,  1.04780396,  0.61759618,  1.62176036
  1.00059035,  1.02271867,  0.63582532,  0.81560024
  0.99844642,  1.02689542,  0.62836016,  0.93961930
  1.04275178,  1.06804516,  0.67552003,  0.70189078
  0.99027255,  1.04403968,  0.66049718,  1.49993916
  1.02651172,  1.03570811,  0.68164188,  0.93078391
  1.01007652,  1.03067920,  0.62400393,  0.73702576
  1.02628627,  1.04217473,  0.64470251,  0.09556372
  1.00273747,  1.01187844,  0.66124927,  1.44644401
  1.00723700,  1.02613146,  0.63668678,  0.55177958
  0.99100661,  1.04438315,  0.65584995,  1.33369778
  0.99672178,  1.00862577,  0.63530787,  1.27283900
  1.02389673,  1.04210848,  0.64181804,  0.15004456
  1.04059789,  1.06318848,  0.66993191,  0.46462988
  1.00962271,  1.04253545,  0.64554362,  0.42057937
  1.03780086,  1.05205793,  0.63357223,  0.52199832
  0.99449349,  1.03093315,  0.65425244,  1.17434795
  1.02532975,  1.02631892,  0.66813210,  0.55626006
  1.00287021,  1.03584972,  0.59070235,  3.55969540
  1.01334268,  1.03043386,  0.62581669,  0.61391891
  0.98990887,  1.04155166,  0.61037652,  2.06320661
  0.99157754,  1.02173224,  0.63328655,  1.21192771
  1.05923788,  1.05998565,  0.65715716,  0.51039963
  1.02851983,  1.03997887,  0.64584922,  0.05527934
  1.03088851,  1.04442351,  0.65527407,  0.06318413
  1.03509596,  1.03909491,  0.69848060,  1.63503638
  1.02571467,  1.04343398,  0.62350670,  0.74806239
  1.02723403,  1.02873567,  0.64855512,  0.09848252
  1.00053128,  1.04933116,  0.68444443,  1.97042206
  1.02588198,  1.02719077,  0.64665778,  0.12536362
  0.99018332,  1.01761284,  0.64135125,  1.38618941
  0.97856167,  1.05501703,  0.62674863,  2.13946834
  1.06084250,  1.09413739,  0.66242187,  1.99092215
  1.02575886,  1.03292874,  0.66614308,  0.37880302
  1.02753696,  1.05361532,  0.66691832,  0.36343332
  1.04230942,  1.04913080,  0.63115813,  0.61875607
  1.03607832,  1.04460898,  0.68001999,  0.62082113
  1.02973674,  1.03054430,  0.65454022,  0.10012446
  1.00212149,  1.05763699,  0.60716344,  2.52523126
  0.99986402,  1.03787302,  0.62356580,  1.04545171
  0.98625068,  1.00382256,  0.61192695,  2.22491944
  0.98236170,  1.06082562,  0.64200264,  1.88317283
  1.05774662,  1.08289684,  0.67286465,  1.30079190
  1.01505839,  1.01659696,  0.64534324,  0.50323047
  1.03781378,  1.06235154,  0.65197506,  0.34002127
  1.03581002,  1.05800961,  0.68391266,  0.84450795
  1.04084158,  1.07427886,  0.65032952,  0.80035711
  1.02923861,  1.04948423,  0.64830536,  0.12091477
  0.98677329,  1.05017307,  0.67156326,  2.13936926
  0.98217548,  1.03084175,  0.64430748,  1.66097334
  0.99453206,  1.00825966,  0.64526745,  1.49503950
  0.98757434,  1.04136077,  0.63938047,  1.30091890
  1.03852836,  1.06111942,  0.64541279,  0.40509578
  0.98814620,  1.02674781,  0.63802040,  1.31258800
  1.06514989,  1.06658703,  0.66964615,  0.83794596
  1.03743049,  1.07651433,  0.65669195,  0.80498925
  1.02553900,  1.06974067,  0.67249677,  0.85680079
  1.03828359,  1.04961862,  0.65518091,  0.07446480
  0.99205267,  1.03218774,  0.61000159,  1.88062960
  0.98609507,  1.02370386,  0.63024363,  1.46898006
  1.00293660,  1.03615669,  0.62460182,  0.90722622
  1.00655367,  1.03595167,  0.65804323,  0.68672784
  1.00303116,  1.05773879,  0.64866492,  0.84844820
  0.97161240,  1.04137703,  0.62604275,  2.32281643
  1.05840826,  1.06747282,  0.66020415,  0.68501669
  1.02361165,  1.07243206,  0.69506276,  1.89164320
  1.02784958,  1.03654548,  0.64197914,  0.08411237
  1.03038290,  1.04728491,  0.66695790,  0.27046491
  0.99949525,  1.00973689,  0.64369367,  1.19499193
  1.00042918,  1.00694186,  0.64425186,  1.25701906
  1.01519648,  1.04269198,  0.68664718,  1.45611907
  1.01407228,  1.02940071,  0.62207315,  0.74484528
  0.99385993,  1.03017273,  0.62493712,  1.17460059
  0.97570875,  1.05313819,  0.61274810,  2.79188437
  1.04667764,  1.04683870,  0.68690330,  0.83872533
  1.01486987,  1.07843803,  0.64815577,  1.20657085
  1.01449511,  1.02139099,  0.64939619,  0.45930791
